id,mbti,input_path,face_path,conf,bbox_x1,bbox_y1,bbox_x2,bbox_y2
8288,INTJ,INTJ/86799_330fa1a593.jpg,test/INTJ/86799_330fa1a593_face.jpg,0.8865454196929932,65,48,135,153
8289,INTJ,INTJ/86799_a3c8435f81.jpg,test/INTJ/86799_a3c8435f81_face.jpg,0.8897741436958313,68,40,131,132
8290,INTJ,INTJ/86799_ca4ffbbe67.jpg,test/INTJ/86799_ca4ffbbe67_face.jpg,0.8843511343002319,140,105,301,340
8291,INTJ,INTJ/86799_edd6dc6873.jpg,test/INTJ/86799_edd6dc6873_face.jpg,0.8925715684890747,102,180,311,444
8292,INTJ,INTJ/8716_4453816f68.jpg,train/INTJ/8716_4453816f68_face.jpg,0.8524302244186401,407,126,681,555
8293,INTJ,INTJ/8716_6c6d847621.jpg,train/INTJ/8716_6c6d847621_face.jpg,0.8986398577690125,59,8,262,334
8294,INTJ,INTJ/8716_8f8843fa5c.jpg,train/INTJ/8716_8f8843fa5c_face.jpg,0.8617250323295593,92,34,145,104
8295,INTJ,INTJ/8716_cc18e884ba.jpg,train/INTJ/8716_cc18e884ba_face.jpg,0.8735474348068237,148,52,235,168
8296,INTJ,INTJ/90616_53b6b4e246.jpg,val/INTJ/90616_53b6b4e246_face.jpg,0.8283131718635559,71,24,93,51
8297,INTJ,INTJ/90616_6d7d626055.jpg,val/INTJ/90616_6d7d626055_face.jpg,0.8503053188323975,575,57,649,153
8298,INTJ,INTJ/90616_861cda2d51.jpg,val/INTJ/90616_861cda2d51_face.jpg,0.9029040336608887,247,140,490,444
8299,INTJ,INTJ/90616_a478e2914b.jpg,val/INTJ/90616_a478e2914b_face.jpg,0.8518283367156982,351,110,459,256
8300,INTJ,INTJ/9129_09a0d09f48.jpg,train/INTJ/9129_09a0d09f48_face.jpg,0.8629611730575562,185,102,242,179
8301,INTJ,INTJ/9129_3765cf20f4.jpg,train/INTJ/9129_3765cf20f4_face.jpg,0.8904154300689697,52,47,146,150
8302,INTJ,INTJ/9129_709862bb2e.jpg,train/INTJ/9129_709862bb2e_face.jpg,0.9189505577087402,286,166,787,851
8303,INTJ,INTJ/9129_78d870b58d.jpg,train/INTJ/9129_78d870b58d_face.jpg,0.8971419334411621,63,58,189,184
8304,INTJ,INTJ/9294_11e8c45ef5.jpg,train/INTJ/9294_11e8c45ef5_face.jpg,0.9146434664726257,63,60,164,203
8305,INTJ,INTJ/9294_5097ab9d0b.jpg,train/INTJ/9294_5097ab9d0b_face.jpg,0.896401047706604,98,79,279,300
8306,INTJ,INTJ/9294_547950e61a.jpg,train/INTJ/9294_547950e61a_face.jpg,0.885267972946167,56,63,148,187
8307,INTJ,INTJ/955_084b374acb.jpg,train/INTJ/955_084b374acb_face.jpg,0.8590844869613647,90,36,107,60
8308,INTJ,INTJ/955_5b11da4f45.jpg,train/INTJ/955_5b11da4f45_face.jpg,0.8960776925086975,90,57,251,307
8309,INTJ,INTJ/955_d26a7e04d8.jpg,train/INTJ/955_d26a7e04d8_face.jpg,0.9214102029800415,57,41,221,279
8310,INTJ,INTJ/9680_3ba94cc3ba.jpg,train/INTJ/9680_3ba94cc3ba_face.jpg,0.8841506838798523,67,42,153,167
8311,INTJ,INTJ/9680_4b6aad945e.jpg,train/INTJ/9680_4b6aad945e_face.jpg,0.9060646295547485,67,34,155,167
8312,INTJ,INTJ/9680_50711f2bc4.jpg,train/INTJ/9680_50711f2bc4_face.jpg,0.8625738024711609,344,114,419,227
8313,INTJ,INTJ/9680_891e3cae10.jpg,train/INTJ/9680_891e3cae10_face.jpg,0.8965163230895996,147,138,295,339
8314,INTJ,INTJ/9712_bead4439ce.jpg,val/INTJ/9712_bead4439ce_face.jpg,0.862061083316803,78,108,317,438
8315,INTJ,INTJ/9712_c00a18996d.jpg,val/INTJ/9712_c00a18996d_face.jpg,0.8881328105926514,293,111,478,358
8316,INTJ,INTJ/9712_c6974ce74b.jpg,val/INTJ/9712_c6974ce74b_face.jpg,0.8972262740135193,142,93,292,321
8317,INTJ,INTJ/9712_e3db36ce3a.jpg,val/INTJ/9712_e3db36ce3a_face.jpg,0.8961995840072632,66,44,137,150
8318,INTP,INTP/1012_187b766363.jpg,train/INTP/1012_187b766363_face.jpg,0.8939166069030762,321,110,768,677
8319,INTP,INTP/1012_4218cfa109.jpg,train/INTP/1012_4218cfa109_face.jpg,0.8785995841026306,693,118,1137,701
8320,INTP,INTP/1012_880fcca2dc.jpg,train/INTP/1012_880fcca2dc_face.jpg,0.8812464475631714,487,182,782,566
8321,INTP,INTP/1012_c03f9acab0.jpg,train/INTP/1012_c03f9acab0_face.jpg,0.8599274754524231,71,18,114,71
8322,INTP,INTP/1013_13398bb2a3.jpg,train/INTP/1013_13398bb2a3_face.jpg,0.9069417715072632,606,489,1385,1559
8323,INTP,INTP/1013_2e532ff1ea.jpg,train/INTP/1013_2e532ff1ea_face.jpg,0.8927481770515442,354,76,494,270
8324,INTP,INTP/1013_920bad760e.jpg,train/INTP/1013_920bad760e_face.jpg,0.8980559706687927,113,110,305,370
8325,INTP,INTP/1013_fdc5792a1d.jpg,train/INTP/1013_fdc5792a1d_face.jpg,0.8716274499893188,130,31,182,99
8326,INTP,INTP/1014_078b5f6921.jpg,train/INTP/1014_078b5f6921_face.jpg,0.9043973088264465,144,95,350,394
8327,INTP,INTP/1014_177591d836.jpg,train/INTP/1014_177591d836_face.jpg,0.9122664928436279,658,10,1273,849
8328,INTP,INTP/1014_7a9e358369.jpg,train/INTP/1014_7a9e358369_face.jpg,0.8987171649932861,59,39,143,159
8329,INTP,INTP/1014_b29f9bb20a.jpg,train/INTP/1014_b29f9bb20a_face.jpg,0.9214481711387634,55,35,162,183
8330,INTP,INTP/104661_76e88b80b3.jpg,train/INTP/104661_76e88b80b3_face.jpg,0.8930061459541321,85,22,146,111
8331,INTP,INTP/104661_cdbd06cdbd.jpg,train/INTP/104661_cdbd06cdbd_face.jpg,0.8758879899978638,68,16,117,80
8332,INTP,INTP/104661_f525f1107a.jpg,train/INTP/104661_f525f1107a_face.jpg,0.9069421291351318,631,89,947,573
8333,INTP,INTP/10878_28086bfb45.jpg,train/INTP/10878_28086bfb45_face.jpg,0.9117127656936646,384,113,641,468
8334,INTP,INTP/10878_512bae3b86.jpg,train/INTP/10878_512bae3b86_face.jpg,0.9216920733451843,72,54,277,349
8335,INTP,INTP/10878_72515f3063.jpg,train/INTP/10878_72515f3063_face.jpg,0.8693879842758179,67,52,112,110
8336,INTP,INTP/10878_ad0222e1dc.jpg,train/INTP/10878_ad0222e1dc_face.jpg,0.8869922757148743,416,323,707,685
8337,INTP,INTP/108962_1c51470d0b.jpg,train/INTP/108962_1c51470d0b_face.jpg,0.8942545056343079,227,164,537,550
8338,INTP,INTP/108962_6f0746ec6c.jpg,train/INTP/108962_6f0746ec6c_face.jpg,0.8606561422348022,89,32,160,144
8339,INTP,INTP/108962_9616ae0ac7.jpg,train/INTP/108962_9616ae0ac7_face.jpg,0.8878483772277832,54,38,126,128
8340,INTP,INTP/108962_ad76126cd0.jpg,train/INTP/108962_ad76126cd0_face.jpg,0.8945873379707336,413,243,767,728
8341,INTP,INTP/111441_1ff1fd42d3.jpg,val/INTP/111441_1ff1fd42d3_face.jpg,0.9069123268127441,179,43,297,225
8342,INTP,INTP/111441_5aeb49eb10.jpg,val/INTP/111441_5aeb49eb10_face.jpg,0.8958662152290344,51,48,398,528
8343,INTP,INTP/111441_92d61368ae.jpg,val/INTP/111441_92d61368ae_face.jpg,0.9144043326377869,131,63,297,312
8344,INTP,INTP/111441_9db8253938.jpg,val/INTP/111441_9db8253938_face.jpg,0.9044063687324524,59,31,134,139
8345,INTP,INTP/11323_4a6047d020.jpg,train/INTP/11323_4a6047d020_face.jpg,0.9000478386878967,267,89,464,367
8346,INTP,INTP/11323_6032dd8161.jpg,train/INTP/11323_6032dd8161_face.jpg,0.8896225094795227,257,134,364,261
8347,INTP,INTP/11323_b2277e734b.jpg,train/INTP/11323_b2277e734b_face.jpg,0.8777436017990112,67,61,148,175
8348,INTP,INTP/11403_5ea832ee50.jpg,train/INTP/11403_5ea832ee50_face.jpg,0.87043297290802,56,41,125,142
8349,INTP,INTP/11403_829a8405dd.jpg,train/INTP/11403_829a8405dd_face.jpg,0.7756530046463013,27,10,141,246
8350,INTP,INTP/11403_addcbc0551.jpg,train/INTP/11403_addcbc0551_face.jpg,0.8723756670951843,289,89,420,288
8351,INTP,INTP/11403_c5e649fd6c.jpg,train/INTP/11403_c5e649fd6c_face.jpg,0.8153952956199646,124,11,316,460
8352,INTP,INTP/11491_2d9ed65ba4.jpg,train/INTP/11491_2d9ed65ba4_face.jpg,0.8881253004074097,614,341,999,863
8353,INTP,INTP/11491_32e73070bc.jpg,train/INTP/11491_32e73070bc_face.jpg,0.8963949084281921,33,61,131,201
8354,INTP,INTP/11491_e8bfdb315b.jpg,train/INTP/11491_e8bfdb315b_face.jpg,0.8939138054847717,301,563,1222,1878
8355,INTP,INTP/11491_f1776f5b9d.jpg,train/INTP/11491_f1776f5b9d_face.jpg,0.8734676837921143,467,149,663,389
8356,INTP,INTP/11498_0b110f1b7b.jpg,train/INTP/11498_0b110f1b7b_face.jpg,0.9022083878517151,121,157,441,658
8357,INTP,INTP/11498_2410150be0.jpg,train/INTP/11498_2410150be0_face.jpg,0.8968445062637329,186,57,312,231
8358,INTP,INTP/11498_315ff7af8e.jpg,train/INTP/11498_315ff7af8e_face.jpg,0.8922168016433716,217,60,344,250
8359,INTP,INTP/11498_f07e5a7cfd.jpg,train/INTP/11498_f07e5a7cfd_face.jpg,0.8917807936668396,45,62,156,233
8360,INTP,INTP/11606_3c6b27f712.jpg,train/INTP/11606_3c6b27f712_face.jpg,0.9088309407234192,232,134,499,551
8361,INTP,INTP/11606_45342515ab.jpg,train/INTP/11606_45342515ab_face.jpg,0.9092201590538025,786,441,1025,822
8362,INTP,INTP/11606_cc745ef925.jpg,train/INTP/11606_cc745ef925_face.jpg,0.8811137080192566,59,41,123,136
8363,INTP,INTP/116279_1d625eec07.jpg,train/INTP/116279_1d625eec07_face.jpg,0.9258830547332764,368,95,901,817
8364,INTP,INTP/116279_6323ae0e73.jpg,train/INTP/116279_6323ae0e73_face.jpg,0.8866495490074158,216,250,532,640
8365,INTP,INTP/116279_6a3df08972.jpg,train/INTP/116279_6a3df08972_face.jpg,0.8885892629623413,523,114,862,581
8366,INTP,INTP/116279_cd72d07bf1.jpg,train/INTP/116279_cd72d07bf1_face.jpg,0.8789408802986145,45,53,111,132
8367,INTP,INTP/11629_73a03d8f18.jpg,val/INTP/11629_73a03d8f18_face.jpg,0.8978989124298096,84,53,169,177
8368,INTP,INTP/11629_7e7c0c7468.jpg,val/INTP/11629_7e7c0c7468_face.jpg,0.8363165855407715,212,124,280,215
8369,INTP,INTP/11629_a4b2528960.jpg,val/INTP/11629_a4b2528960_face.jpg,0.8977601528167725,63,41,127,132
8370,INTP,INTP/11629_da22cdbe89.jpg,val/INTP/11629_da22cdbe89_face.jpg,0.8521094918251038,466,340,623,537
8371,INTP,INTP/11705_05ef6c92d4.jpg,train/INTP/11705_05ef6c92d4_face.jpg,0.8794822096824646,179,30,295,173
8372,INTP,INTP/11705_425612bacb.jpg,train/INTP/11705_425612bacb_face.jpg,0.9189012050628662,310,310,857,1088
8373,INTP,INTP/11705_484408d2e5.jpg,train/INTP/11705_484408d2e5_face.jpg,0.9112485647201538,524,234,1191,1065
8374,INTP,INTP/11705_a27f4e16b2.jpg,train/INTP/11705_a27f4e16b2_face.jpg,0.9074892401695251,65,27,146,130
8375,INTP,INTP/11816_b5c16249e2.jpg,train/INTP/11816_b5c16249e2_face.jpg,0.9164867997169495,58,43,162,200
8376,INTP,INTP/11816_d0615dc979.jpg,train/INTP/11816_d0615dc979_face.jpg,0.9019035696983337,151,144,527,652
8377,INTP,INTP/11816_e69f3859eb.jpg,train/INTP/11816_e69f3859eb_face.jpg,0.92535799741745,257,236,814,1079
8378,INTP,INTP/11859_07e47ba4ce.jpg,train/INTP/11859_07e47ba4ce_face.jpg,0.9015069603919983,137,102,277,278
8379,INTP,INTP/11859_160d120236.jpg,train/INTP/11859_160d120236_face.jpg,0.8919553160667419,645,195,1289,1035
8380,INTP,INTP/11859_234a2cd550.jpg,train/INTP/11859_234a2cd550_face.jpg,0.891212522983551,101,33,201,159
8381,INTP,INTP/11859_55475c7aa5.jpg,train/INTP/11859_55475c7aa5_face.jpg,0.9083456993103027,166,251,441,601
8382,INTP,INTP/12000_2e2dbf5dd7.jpg,train/INTP/12000_2e2dbf5dd7_face.jpg,0.9097245931625366,61,31,144,145
8383,INTP,INTP/12000_9a217408bf.jpg,train/INTP/12000_9a217408bf_face.jpg,0.9345411658287048,63,26,178,171
8384,INTP,INTP/12000_af92de1c6a.jpg,train/INTP/12000_af92de1c6a_face.jpg,0.8946810364723206,58,33,146,157
8385,INTP,INTP/12699_3e9b0b55c2.jpg,train/INTP/12699_3e9b0b55c2_face.jpg,0.9070039987564087,172,100,363,331
8386,INTP,INTP/12699_43a8f29c3f.jpg,train/INTP/12699_43a8f29c3f_face.jpg,0.9206486344337463,821,36,2304,2036
8387,INTP,INTP/12699_49adb7fda6.jpg,train/INTP/12699_49adb7fda6_face.jpg,0.8659462332725525,44,84,271,414
8388,INTP,INTP/12699_83bc4947c1.jpg,train/INTP/12699_83bc4947c1_face.jpg,0.8963680863380432,72,37,150,136
8389,INTP,INTP/135888_278a413cae.jpg,train/INTP/135888_278a413cae_face.jpg,0.8795404434204102,107,38,172,124
8390,INTP,INTP/135888_9d13492d37.jpg,train/INTP/135888_9d13492d37_face.jpg,0.8833026885986328,80,65,252,317
8391,INTP,INTP/135888_aceb133116.jpg,train/INTP/135888_aceb133116_face.jpg,0.8725529313087463,82,24,130,91
8392,INTP,INTP/135888_c32095833f.jpg,train/INTP/135888_c32095833f_face.jpg,0.9005610346794128,688,237,1106,802
8393,INTP,INTP/136915_140d3499d2.jpg,test/INTP/136915_140d3499d2_face.jpg,0.8935478925704956,60,32,114,114
8394,INTP,INTP/136915_4f27bd0c3e.jpg,test/INTP/136915_4f27bd0c3e_face.jpg,0.9107035398483276,210,203,502,635
8395,INTP,INTP/136915_695b576a82.jpg,test/INTP/136915_695b576a82_face.jpg,0.8697165250778198,337,76,415,187
8396,INTP,INTP/136915_fdd391fdf1.jpg,test/INTP/136915_fdd391fdf1_face.jpg,0.8948637843132019,96,50,184,188
8397,INTP,INTP/1370_61ec2d6128.jpg,train/INTP/1370_61ec2d6128_face.jpg,0.9008706212043762,335,79,460,243
8398,INTP,INTP/1370_748d3b488a.jpg,train/INTP/1370_748d3b488a_face.jpg,0.8577964901924133,25,34,109,149
8399,INTP,INTP/1370_cb9c62df17.jpg,train/INTP/1370_cb9c62df17_face.jpg,0.8961870074272156,151,38,207,109
8400,INTP,INTP/13807_0fe31e423d.jpg,train/INTP/13807_0fe31e423d_face.jpg,0.9077054262161255,136,94,285,314
8401,INTP,INTP/13807_592ec033d3.jpg,train/INTP/13807_592ec033d3_face.jpg,0.9130415916442871,466,222,839,744
8402,INTP,INTP/13807_d77d65f788.jpg,train/INTP/13807_d77d65f788_face.jpg,0.9082685112953186,58,45,287,353
8403,INTP,INTP/13807_ee470dc036.jpg,train/INTP/13807_ee470dc036_face.jpg,0.9054195284843445,78,37,140,124
8404,INTP,INTP/13915_944a90e7ed.jpg,val/INTP/13915_944a90e7ed_face.jpg,0.8870750069618225,140,26,191,96
8405,INTP,INTP/13915_9ed8f85679.jpg,val/INTP/13915_9ed8f85679_face.jpg,0.9009571075439453,235,125,377,312
8406,INTP,INTP/13915_b0a90fe10e.jpg,val/INTP/13915_b0a90fe10e_face.jpg,0.9076070189476013,86,169,290,454
8407,INTP,INTP/146384_0ff03e27b5.jpg,train/INTP/146384_0ff03e27b5_face.jpg,0.8857706189155579,165,250,671,877
8408,INTP,INTP/146384_4d7e3d055f.jpg,train/INTP/146384_4d7e3d055f_face.jpg,0.8555940985679626,72,41,162,154
8409,INTP,INTP/146384_5d15ee213c.jpg,train/INTP/146384_5d15ee213c_face.jpg,0.8993360996246338,63,31,141,131
8410,INTP,INTP/154568_0d5f2bdb66.jpg,test/INTP/154568_0d5f2bdb66_face.jpg,0.8940099477767944,279,89,420,278
8411,INTP,INTP/154568_2786e22b4d.jpg,test/INTP/154568_2786e22b4d_face.jpg,0.886296272277832,54,68,125,173
8412,INTP,INTP/154568_a7fd0ed0ba.jpg,test/INTP/154568_a7fd0ed0ba_face.jpg,0.8878936767578125,156,199,367,505
8413,INTP,INTP/154568_f620904f3a.jpg,test/INTP/154568_f620904f3a_face.jpg,0.8969181180000305,188,89,352,298
8414,INTP,INTP/15852_17932c86ca.jpg,val/INTP/15852_17932c86ca_face.jpg,0.8837444186210632,68,41,111,103
8415,INTP,INTP/15852_4fa1e12ad9.jpg,val/INTP/15852_4fa1e12ad9_face.jpg,0.9048200249671936,133,36,218,162
8416,INTP,INTP/15852_d0b63c44d2.jpg,val/INTP/15852_d0b63c44d2_face.jpg,0.8839178085327148,151,69,241,193
8417,INTP,INTP/15852_da43b52b2b.jpg,val/INTP/15852_da43b52b2b_face.jpg,0.9002293348312378,151,90,247,234
8418,INTP,INTP/16297_bc8475acea.jpg,train/INTP/16297_bc8475acea_face.jpg,0.8910354971885681,166,117,303,293
8419,INTP,INTP/16297_c924e9a490.jpg,train/INTP/16297_c924e9a490_face.jpg,0.9106427431106567,70,38,220,234
8420,INTP,INTP/16297_e6e1ae979a.jpg,train/INTP/16297_e6e1ae979a_face.jpg,0.9154632091522217,15,22,140,191
8421,INTP,INTP/16731_0ebe5c6d31.jpg,test/INTP/16731_0ebe5c6d31_face.jpg,0.8828906416893005,539,101,709,358
8422,INTP,INTP/16731_5b58426cfa.jpg,test/INTP/16731_5b58426cfa_face.jpg,0.8952283263206482,262,273,646,807
8423,INTP,INTP/16731_6c40b87ffa.jpg,test/INTP/16731_6c40b87ffa_face.jpg,0.8944012522697449,26,12,173,240
8424,INTP,INTP/16731_e5c982a2f8.jpg,test/INTP/16731_e5c982a2f8_face.jpg,0.9123120307922363,58,29,434,597
8425,INTP,INTP/16800_409fd665fb.jpg,train/INTP/16800_409fd665fb_face.jpg,0.8916860818862915,96,90,568,806
8426,INTP,INTP/16800_621f0fef79.jpg,train/INTP/16800_621f0fef79_face.jpg,0.8926057815551758,145,20,205,109
8427,INTP,INTP/16800_ede5256586.jpg,train/INTP/16800_ede5256586_face.jpg,0.890067458152771,132,113,331,385
8428,INTP,INTP/16800_fbad4b4871.jpg,train/INTP/16800_fbad4b4871_face.jpg,0.8973106145858765,933,127,1316,693
8429,INTP,INTP/16881_49f4c3862f.jpg,train/INTP/16881_49f4c3862f_face.jpg,0.9003822803497314,153,65,423,446
8430,INTP,INTP/16881_558cc2c645.jpg,train/INTP/16881_558cc2c645_face.jpg,0.9050421714782715,651,302,1193,1050
8431,INTP,INTP/16881_b6e48f50d5.jpg,train/INTP/16881_b6e48f50d5_face.jpg,0.9099756479263306,80,29,153,131
8432,INTP,INTP/1732_43b5dac266.jpg,train/INTP/1732_43b5dac266_face.jpg,0.8969380855560303,238,113,420,346
8433,INTP,INTP/1732_53cf14acac.jpg,train/INTP/1732_53cf14acac_face.jpg,0.8971170783042908,71,103,271,368
8434,INTP,INTP/1732_ac68c9bff5.jpg,train/INTP/1732_ac68c9bff5_face.jpg,0.9061487913131714,57,41,131,138
8435,INTP,INTP/177518_21f8f3631a.jpg,train/INTP/177518_21f8f3631a_face.jpg,0.9176432490348816,188,227,548,793
8436,INTP,INTP/177518_a7a40309c1.jpg,train/INTP/177518_a7a40309c1_face.jpg,0.9322898387908936,31,45,149,225
8437,INTP,INTP/177518_ade2e92c22.jpg,train/INTP/177518_ade2e92c22_face.jpg,0.898618757724762,95,15,338,364
8438,INTP,INTP/177518_e044038417.jpg,train/INTP/177518_e044038417_face.jpg,0.8935480713844299,57,9,203,219
8439,INTP,INTP/178512_2db039d982.jpg,val/INTP/178512_2db039d982_face.jpg,0.8932973742485046,460,238,1102,1110
8440,INTP,INTP/178512_53d41f384b.jpg,val/INTP/178512_53d41f384b_face.jpg,0.8916736245155334,204,200,869,1104
8441,INTP,INTP/178512_b4f39d7c5a.jpg,val/INTP/178512_b4f39d7c5a_face.jpg,0.9087969064712524,55,44,130,151
8442,INTP,INTP/178512_d1e98c1257.jpg,val/INTP/178512_d1e98c1257_face.jpg,0.9107087254524231,118,96,283,328
8443,INTP,INTP/178863_35a972f54d.jpg,train/INTP/178863_35a972f54d_face.jpg,0.8881682753562927,105,28,162,99
8444,INTP,INTP/178863_69108736d1.jpg,train/INTP/178863_69108736d1_face.jpg,0.8980847001075745,506,229,858,671
8445,INTP,INTP/178863_bb5ad71bab.jpg,train/INTP/178863_bb5ad71bab_face.jpg,0.8982113003730774,547,146,842,518
8446,INTP,INTP/178863_eafbebb456.jpg,train/INTP/178863_eafbebb456_face.jpg,0.8686720728874207,320,77,425,212
8447,INTP,INTP/18597_170e1d1b2b.jpg,train/INTP/18597_170e1d1b2b_face.jpg,0.884859025478363,242,303,903,1128
8448,INTP,INTP/18597_3a556ae6b5.jpg,train/INTP/18597_3a556ae6b5_face.jpg,0.8994449973106384,134,194,420,574
8449,INTP,INTP/18597_4d5b0cb2dc.jpg,train/INTP/18597_4d5b0cb2dc_face.jpg,0.8852488994598389,43,55,166,209
8450,INTP,INTP/18597_b8d42db70d.jpg,train/INTP/18597_b8d42db70d_face.jpg,0.9144294261932373,64,102,221,312
8451,INTP,INTP/18633_2b000b758c.jpg,train/INTP/18633_2b000b758c_face.jpg,0.8990287780761719,53,41,137,161
8452,INTP,INTP/18633_44eec33d1e.jpg,train/INTP/18633_44eec33d1e_face.jpg,0.9062561988830566,99,78,257,300
8453,INTP,INTP/18633_8529d82afc.jpg,train/INTP/18633_8529d82afc_face.jpg,0.9092129468917847,101,83,293,337
8454,INTP,INTP/19380_c9c83159aa.jpg,train/INTP/19380_c9c83159aa_face.jpg,0.9054350852966309,95,79,227,251
8455,INTP,INTP/19380_d222cbe1fa.jpg,train/INTP/19380_d222cbe1fa_face.jpg,0.8769281506538391,120,23,186,108
8456,INTP,INTP/19380_da588919a3.jpg,train/INTP/19380_da588919a3_face.jpg,0.8917416930198669,768,102,1198,701
8457,INTP,INTP/19380_e21a4b69e9.jpg,train/INTP/19380_e21a4b69e9_face.jpg,0.8856618404388428,149,144,252,270
8458,INTP,INTP/197360_286ebe5d30.jpg,train/INTP/197360_286ebe5d30_face.jpg,0.8911945223808289,41,38,115,124
8459,INTP,INTP/197360_f13118efae.jpg,train/INTP/197360_f13118efae_face.jpg,0.8705538511276245,85,38,147,126
8460,INTP,INTP/197360_ffdef9a8c4.jpg,train/INTP/197360_ffdef9a8c4_face.jpg,0.8765104413032532,68,54,145,149
8461,INTP,INTP/197901_6e10a88c74.jpg,train/INTP/197901_6e10a88c74_face.jpg,0.8881052732467651,53,32,119,120
8462,INTP,INTP/197901_e7b35df713.jpg,train/INTP/197901_e7b35df713_face.jpg,0.8947031497955322,175,117,448,534
8463,INTP,INTP/197901_f65b9222ce.jpg,train/INTP/197901_f65b9222ce_face.jpg,0.9011358618736267,146,189,460,613
8464,INTP,INTP/197901_fb484fde2c.jpg,train/INTP/197901_fb484fde2c_face.jpg,0.8993006348609924,45,57,140,184
8465,INTP,INTP/200509_13bc400162.jpg,train/INTP/200509_13bc400162_face.jpg,0.8653023838996887,98,16,126,56
8466,INTP,INTP/200509_631bece72c.jpg,train/INTP/200509_631bece72c_face.jpg,0.8519484400749207,255,108,298,161
8467,INTP,INTP/200509_b496671485.jpg,train/INTP/200509_b496671485_face.jpg,0.8687772154808044,175,29,227,101
8468,INTP,INTP/20422_26f1a281f0.jpg,test/INTP/20422_26f1a281f0_face.jpg,0.8950214982032776,159,163,293,350
8469,INTP,INTP/20422_4bf9783d77.jpg,test/INTP/20422_4bf9783d77_face.jpg,0.9055466055870056,290,333,638,807
8470,INTP,INTP/20422_9137cccd7e.jpg,test/INTP/20422_9137cccd7e_face.jpg,0.8941332697868347,57,63,127,158
8471,INTP,INTP/20422_eed7c71ffa.jpg,test/INTP/20422_eed7c71ffa_face.jpg,0.8906946778297424,787,325,1124,770
8472,INTP,INTP/20624_0322a2eccc.jpg,train/INTP/20624_0322a2eccc_face.jpg,0.8914618492126465,273,165,510,522
8473,INTP,INTP/20624_1caa8a9ddb.jpg,train/INTP/20624_1caa8a9ddb_face.jpg,0.8892324566841125,131,33,228,155
8474,INTP,INTP/20624_32d9e94053.jpg,train/INTP/20624_32d9e94053_face.jpg,0.8863822221755981,69,41,127,130
8475,INTP,INTP/20624_e82330ba98.jpg,train/INTP/20624_e82330ba98_face.jpg,0.9051330089569092,183,149,417,467
8476,INTP,INTP/20784_55cd411297.jpg,train/INTP/20784_55cd411297_face.jpg,0.8921873569488525,100,131,316,391
8477,INTP,INTP/20784_570b5bf3c9.jpg,train/INTP/20784_570b5bf3c9_face.jpg,0.9026128649711609,205,146,385,372
8478,INTP,INTP/20784_6b7b02fc52.jpg,train/INTP/20784_6b7b02fc52_face.jpg,0.878596305847168,44,56,138,174
8479,INTP,INTP/20784_a6e1cb11cc.jpg,train/INTP/20784_a6e1cb11cc_face.jpg,0.879746675491333,607,277,932,702
8480,INTP,INTP/20951_0a418898e4.jpg,train/INTP/20951_0a418898e4_face.jpg,0.9054703712463379,50,48,134,168
8481,INTP,INTP/20951_3ba0da2978.jpg,train/INTP/20951_3ba0da2978_face.jpg,0.8913377523422241,170,198,457,575
8482,INTP,INTP/20951_b1dc06f299.jpg,train/INTP/20951_b1dc06f299_face.jpg,0.8916926980018616,258,262,486,554
8483,INTP,INTP/20951_cfbe45d092.jpg,train/INTP/20951_cfbe45d092_face.jpg,0.9061786532402039,200,194,536,667
8484,INTP,INTP/21100_2c1bbae310.jpg,train/INTP/21100_2c1bbae310_face.jpg,0.8949155211448669,122,26,178,106
8485,INTP,INTP/21100_2dc95efdec.jpg,train/INTP/21100_2dc95efdec_face.jpg,0.8953899145126343,165,66,392,395
8486,INTP,INTP/21100_c45f166467.jpg,train/INTP/21100_c45f166467_face.jpg,0.8825927376747131,53,22,126,127
8487,INTP,INTP/21100_f48bf127c7.jpg,train/INTP/21100_f48bf127c7_face.jpg,0.8893462419509888,80,40,174,170
8488,INTP,INTP/2182_051cf3d65d.jpg,train/INTP/2182_051cf3d65d_face.jpg,0.8955984115600586,202,26,312,207
8489,INTP,INTP/2182_3997515315.jpg,train/INTP/2182_3997515315_face.jpg,0.9053955078125,105,129,324,442
8490,INTP,INTP/2182_4f037cb8bd.jpg,train/INTP/2182_4f037cb8bd_face.jpg,0.8965515494346619,76,69,190,228
8491,INTP,INTP/2182_a22b3b47a5.jpg,train/INTP/2182_a22b3b47a5_face.jpg,0.8820661902427673,91,13,139,93
8492,INTP,INTP/223360_0429bcd458.jpg,val/INTP/223360_0429bcd458_face.jpg,0.9156351685523987,280,298,999,1209
8493,INTP,INTP/223360_58ac0f5678.jpg,val/INTP/223360_58ac0f5678_face.jpg,0.8981398344039917,34,30,113,130
8494,INTP,INTP/223360_d0a25d5bed.jpg,val/INTP/223360_d0a25d5bed_face.jpg,0.9115691184997559,347,354,612,711
8495,INTP,INTP/223360_f60feb0028.jpg,val/INTP/223360_f60feb0028_face.jpg,0.9001645445823669,265,220,876,1015
8496,INTP,INTP/22657_ba205cad9d.jpg,train/INTP/22657_ba205cad9d_face.jpg,0.8388099074363708,34,25,154,139
8497,INTP,INTP/231100_186157848e.jpg,train/INTP/231100_186157848e_face.jpg,0.904710590839386,492,325,859,822
8498,INTP,INTP/231100_8b91f248f3.jpg,train/INTP/231100_8b91f248f3_face.jpg,0.8481244444847107,80,30,111,70
